target_id,decoy_id,tm,gdt_ts,gdt_ha,rmsd,split,label,sample_id
T0431,PS2-server_TS5,0.6903,0.4121,0.2288,7.906000000000001,train,1,T0431/PS2-server_TS5
T0431,PSI_TS1,0.8882,0.696,0.4841,3.552,train,1,T0431/PSI_TS1
T0431,PSI_TS2,0.8598,0.6472,0.4391,5.472,train,1,T0431/PSI_TS2
T0431,PSI_TS3,0.7459,0.4725,0.2648,6.297000000000001,train,1,T0431/PSI_TS3
T0431,PSI_TS4,0.713,0.4592,0.2728,7.311,train,1,T0431/PSI_TS4
T0820,FALCON_TOPO_TS1,0.2283,0.1917,0.1523,15.622,train,0,T0820/FALCON_TOPO_TS1
T0431,PSI_TS5,0.7106,0.4227,0.2357,6.767,train,1,T0431/PSI_TS5
T0431,Pcons_dot_net_TS1,0.7135,0.4454,0.2696,7.441,train,1,T0431/Pcons_dot_net_TS1
T0431,Pcons_dot_net_TS2,0.7259,0.4624,0.2659,6.468999999999999,train,1,T0431/Pcons_dot_net_TS2
T0431,Pcons_dot_net_TS3,0.7004,0.4232,0.2378,8.171,train,1,T0431/Pcons_dot_net_TS3
T0431,Pcons_dot_net_TS4,0.7243,0.4534,0.2627,6.417000000000001,train,1,T0431/Pcons_dot_net_TS4
T0431,Pcons_dot_net_TS5,0.7444,0.4682,0.2733,6.117999999999999,train,1,T0431/Pcons_dot_net_TS5
T0431,Pcons_local_TS1,0.7243,0.4534,0.2627,6.417000000000001,train,1,T0431/Pcons_local_TS1
T0431,Pcons_local_TS2,0.7243,0.4534,0.2627,6.417000000000001,train,1,T0431/Pcons_local_TS2
T0431,Pcons_local_TS3,0.7391,0.4725,0.2786,6.117000000000001,train,1,T0431/Pcons_local_TS3
T0431,Pcons_local_TS4,0.7436,0.4767,0.2781,6.042000000000001,train,1,T0431/Pcons_local_TS4
T0820,FALCON_TOPO_TS2,0.2152,0.1767,0.1372,15.255999999999998,train,0,T0820/FALCON_TOPO_TS2
T0431,Pcons_local_TS5,0.7436,0.4767,0.2781,6.042000000000001,train,1,T0431/Pcons_local_TS5
T0431,Pcons_multi_TS1,0.7764,0.5132,0.3104,5.497999999999999,train,1,T0431/Pcons_multi_TS1
T0431,Pcons_multi_TS2,0.7671,0.4989,0.2961,5.629,train,1,T0431/Pcons_multi_TS2
T0431,Pcons_multi_TS3,0.7659999999999999,0.5026,0.2977,5.558,train,1,T0431/Pcons_multi_TS3
T0431,Pcons_multi_TS4,0.7659999999999999,0.5026,0.2977,5.558,train,1,T0431/Pcons_multi_TS4
T0431,Pcons_multi_TS5,0.7135,0.4454,0.2696,7.441,train,1,T0431/Pcons_multi_TS5
T0431,Phragment_TS1,0.8943,0.7368,0.5445,4.18,train,1,T0431/Phragment_TS1
T0431,Phragment_TS2,0.8181,0.6096,0.4078,5.152,train,1,T0431/Phragment_TS2
T0431,Phragment_TS3,0.7287,0.4523,0.2622,6.524,train,1,T0431/Phragment_TS3
T0431,Phragment_TS4,0.7693,0.4936,0.2908,5.769,train,1,T0431/Phragment_TS4
T0764,MULTICOM-REFINE_TS1,0.8462,0.7352,0.5576,6.442,train,1,T0764/MULTICOM-REFINE_TS1
T0820,FALCON_TOPO_TS3,0.2207,0.1842,0.1466,15.432,train,0,T0820/FALCON_TOPO_TS3
T0431,Phragment_TS5,0.7282,0.4597,0.2638,6.5489999999999995,train,1,T0431/Phragment_TS5
T0431,Phyre2_TS1,0.8927,0.7368,0.5445,4.445,train,1,T0431/Phyre2_TS1
T0431,Phyre2_TS2,0.8124,0.6065,0.4078,5.809,train,1,T0431/Phyre2_TS2
T0431,Phyre2_TS3,0.7291,0.4529,0.2622,6.502000000000001,train,1,T0431/Phyre2_TS3
T0431,Phyre2_TS4,0.7707,0.4952,0.2929,5.905,train,1,T0431/Phyre2_TS4
T0431,Phyre2_TS5,0.7295,0.4592,0.2611,6.479,train,1,T0431/Phyre2_TS5
T0431,Phyre_de_novo_TS1,0.8657,0.6785,0.4725,4.138,train,1,T0431/Phyre_de_novo_TS1
T0431,Phyre_de_novo_TS2,0.8915,0.7362,0.5445,4.229,train,1,T0431/Phyre_de_novo_TS2
T0431,Phyre_de_novo_TS3,0.8061,0.6038,0.4068,6.227,train,1,T0431/Phyre_de_novo_TS3
T0431,Phyre_de_novo_TS4,0.7292,0.4534,0.2632,6.515,train,1,T0431/Phyre_de_novo_TS4
T0820,FALCON_TOPO_TS4,0.2106,0.1729,0.1259,14.847999999999999,train,0,T0820/FALCON_TOPO_TS4
T0431,Phyre_de_novo_TS5,0.7699,0.4952,0.294,5.93,train,1,T0431/Phyre_de_novo_TS5
T0431,Poing_TS1,0.8927,0.7362,0.544,3.8960000000000004,train,1,T0431/Poing_TS1
T0431,Poing_TS2,0.8042,0.6081,0.41100000000000003,7.685,train,1,T0431/Poing_TS2
T0431,Poing_TS3,0.7286,0.4523,0.2622,6.52,train,1,T0431/Poing_TS3
T0431,Poing_TS4,0.7694,0.4936,0.2924,5.947,train,1,T0431/Poing_TS4
T0431,Poing_TS5,0.7285,0.4597,0.2627,6.662999999999999,train,1,T0431/Poing_TS5
T0431,Pushchino_TS1,0.8474,0.6732,0.4756,3.68,train,1,T0431/Pushchino_TS1
T0431,RAPTOR_TS1,0.9092,0.7346,0.5238,3.23,train,1,T0431/RAPTOR_TS1
T0431,RAPTOR_TS2,0.9023,0.7251,0.518,3.49,train,1,T0431/RAPTOR_TS2
T0431,RAPTOR_TS3,0.9023,0.7283,0.5238,3.935,train,1,T0431/RAPTOR_TS3
T0820,FALCON_TOPO_TS5,0.2087,0.1861,0.1353,15.988,train,0,T0820/FALCON_TOPO_TS5
T0431,RAPTOR_TS4,0.9024,0.7161,0.5026,3.313,train,1,T0431/RAPTOR_TS4
T0431,RAPTOR_TS5,0.8531,0.6372,0.4317,4.449,train,1,T0431/RAPTOR_TS5
T0431,RBO-Proteus_TS1,0.1893,0.0757,0.0429,28.267,train,0,T0431/RBO-Proteus_TS1
T0431,RBO-Proteus_TS2,0.1648,0.062,0.0365,28.299,train,0,T0431/RBO-Proteus_TS2
T0431,RBO-Proteus_TS3,0.1676,0.0662,0.0434,29.008000000000003,train,0,T0431/RBO-Proteus_TS3
T0431,RBO-Proteus_TS4,0.1709,0.0646,0.0392,29.456999999999997,train,0,T0431/RBO-Proteus_TS4
T0431,RBO-Proteus_TS5,0.1937,0.071,0.0403,28.448,train,0,T0431/RBO-Proteus_TS5
T0431,SAM-T02-server_AL1,0.7016,0.4465,0.2611,6.206,train,1,T0431/SAM-T02-server_AL1
T0431,SAM-T02-server_AL2,0.7040000000000001,0.4497,0.2595,5.417000000000001,train,1,T0431/SAM-T02-server_AL2
T0431,SAM-T02-server_AL3,0.6928,0.4407,0.2558,6.132000000000001,train,1,T0431/SAM-T02-server_AL3
T0820,FFAS-3D_TS1,0.2311,0.2218,0.1654,22.604,train,0,T0820/FFAS-3D_TS1
T0431,SAM-T02-server_AL4,0.7265,0.4889,0.3056,5.669,train,1,T0431/SAM-T02-server_AL4
T0431,SAM-T02-server_AL5,0.7064,0.4624,0.2813,5.25,train,1,T0431/SAM-T02-server_AL5
T0431,SAM-T06-server_TS1,0.8355,0.6208,0.4073,4.628,train,1,T0431/SAM-T06-server_TS1
T0431,SAM-T06-server_TS2,0.7217,0.491,0.3072,5.309,train,1,T0431/SAM-T06-server_TS2
T0431,SAM-T06-server_TS3,0.7102,0.4582,0.2685,5.776,train,1,T0431/SAM-T06-server_TS3
T0431,SAM-T06-server_TS4,0.7068,0.4592,0.2696,5.641,train,1,T0431/SAM-T06-server_TS4
T0431,SAM-T06-server_TS5,0.7264,0.4793,0.2802,4.906000000000001,train,1,T0431/SAM-T06-server_TS5
T0431,SAM-T08-server_TS1,0.8895,0.7018,0.4894,3.69,train,1,T0431/SAM-T08-server_TS1
T0431,SAM-T08-server_TS2,0.7182,0.4417,0.2648,7.419,train,1,T0431/SAM-T08-server_TS2
T0431,SAM-T08-server_TS3,0.7012,0.446,0.2595,5.577999999999999,train,1,T0431/SAM-T08-server_TS3
T0820,FFAS-3D_TS2,0.3641,0.3553,0.2256,18.041,train,0,T0820/FFAS-3D_TS2
T0431,SAM-T08-server_TS4,0.6953,0.4502,0.2632,5.587000000000001,train,1,T0431/SAM-T08-server_TS4
T0431,SAM-T08-server_TS5,0.7128,0.4698,0.2802,5.415,train,1,T0431/SAM-T08-server_TS5
T0431,T0431,1.0,1.0,1.0,0.0,train,1,T0431/T0431
T0431,YASARA_TS1,0.8772,0.6748,0.465,4.129,train,1,T0431/YASARA_TS1
T0431,YASARA_TS2,0.8767,0.6769,0.4709,4.143,train,1,T0431/YASARA_TS2
T0431,YASARA_TS3,0.8804,0.6822,0.4725,4.106,train,1,T0431/YASARA_TS3
T0431,YASARA_TS4,0.9037,0.7383,0.5413,3.4139999999999997,train,1,T0431/YASARA_TS4
T0431,YASARA_TS5,0.8743,0.6727,0.4645,4.167,train,1,T0431/YASARA_TS5
T0431,Zhang-Server_TS1,0.8841,0.6779999999999999,0.4608,3.554,train,1,T0431/Zhang-Server_TS1
T0431,Zhang-Server_TS2,0.7797,0.5079,0.3051,5.473,train,1,T0431/Zhang-Server_TS2
T0820,FFAS-3D_TS3,0.2602,0.2688,0.1917,17.718,train,0,T0820/FFAS-3D_TS3
T0431,Zhang-Server_TS3,0.8348,0.5847,0.3771,4.504,train,1,T0431/Zhang-Server_TS3
T0431,Zhang-Server_TS4,0.9059,0.7293,0.5222,3.2960000000000003,train,1,T0431/Zhang-Server_TS4
T0431,Zhang-Server_TS5,0.8001,0.5376,0.3289,5.098,train,1,T0431/Zhang-Server_TS5
T0431,circle_TS1,0.8885,0.7097,0.509,4.276,train,1,T0431/circle_TS1
T0431,circle_TS2,0.8992,0.7172,0.5111,3.407,train,1,T0431/circle_TS2
T0431,circle_TS3,0.8707,0.6886,0.4905,4.2589999999999995,train,1,T0431/circle_TS3
T0431,circle_TS4,0.8701,0.6923,0.4926,4.27,train,1,T0431/circle_TS4
T0431,circle_TS5,0.8456,0.6467,0.4492,5.5729999999999995,train,1,T0431/circle_TS5
T0431,fais-server_TS1,0.9007,0.7161,0.5037,3.389,train,1,T0431/fais-server_TS1
T0431,fais-server_TS2,0.8943,0.7135,0.5085,3.5439999999999996,train,1,T0431/fais-server_TS2
T0820,FFAS-3D_TS4,0.28,0.2801,0.1842,16.75,train,0,T0820/FFAS-3D_TS4
T0431,fais-server_TS3,0.8537,0.6504,0.4454,7.441,train,1,T0431/fais-server_TS3
T0431,fais-server_TS4,0.7439,0.4661,0.2654,6.438,train,1,T0431/fais-server_TS4
T0431,fais-server_TS5,0.7704,0.4878,0.2934,5.723,train,1,T0431/fais-server_TS5
T0431,forecast_TS1,0.8403,0.6133,0.3988,4.342,train,1,T0431/forecast_TS1
T0431,forecast_TS2,0.8448,0.6208,0.4063,4.181,train,1,T0431/forecast_TS2
T0431,forecast_TS3,0.8437,0.6208,0.4052,4.215,train,1,T0431/forecast_TS3
T0431,forecast_TS4,0.8253,0.5853,0.3745,5.886,train,1,T0431/forecast_TS4
T0431,forecast_TS5,0.8198,0.5805,0.375,6.4110000000000005,train,1,T0431/forecast_TS5
T0431,huber-torda-server_TS1,0.7897,0.6022,0.41100000000000003,3.833,train,1,T0431/huber-torda-server_TS1
T0431,huber-torda-server_TS2,0.7364,0.5747,0.4057,4.94,train,1,T0431/huber-torda-server_TS2
T0820,FFAS-3D_TS5,0.2466,0.2256,0.1786,17.449,train,0,T0820/FFAS-3D_TS5
T0431,huber-torda-server_TS3,0.6299,0.3851,0.215,6.395,train,1,T0431/huber-torda-server_TS3
T0431,huber-torda-server_TS4,0.6144,0.3596,0.2023,7.329,train,1,T0431/huber-torda-server_TS4
T0431,huber-torda-server_TS5,0.6465,0.3867,0.2097,6.332000000000001,train,1,T0431/huber-torda-server_TS5
T0431,keasar-server_TS1,0.8931,0.7182,0.5138,4.4910000000000005,train,1,T0431/keasar-server_TS1
T0431,keasar-server_TS2,0.8958,0.7209,0.5143,4.145,train,1,T0431/keasar-server_TS2
T0431,keasar-server_TS3,0.8951,0.7182,0.5143,4.066,train,1,T0431/keasar-server_TS3
T0431,keasar-server_TS4,0.8112,0.6001,0.4068,6.874,train,1,T0431/keasar-server_TS4
T0431,keasar-server_TS5,0.8929,0.7145,0.5101,4.265,train,1,T0431/keasar-server_TS5
T0431,mGenTHREADER_TS1,0.7139,0.4635,0.2701,5.303,train,1,T0431/mGenTHREADER_TS1
T0431,nFOLD3_TS1,0.8842,0.696,0.4931,3.7119999999999997,train,1,T0431/nFOLD3_TS1
T0820,FFAS03_TS1,0.2348,0.2086,0.1297,17.529,train,0,T0820/FFAS03_TS1
T0431,nFOLD3_TS2,0.7397,0.4587,0.2749,6.462999999999999,train,1,T0431/nFOLD3_TS2
T0431,nFOLD3_TS3,0.7192,0.4449,0.2553,6.9879999999999995,train,1,T0431/nFOLD3_TS3
T0431,nFOLD3_TS4,0.8791,0.6923,0.4947,4.197,train,1,T0431/nFOLD3_TS4
T0431,nFOLD3_TS5,0.7237,0.4513,0.2638,6.876,train,1,T0431/nFOLD3_TS5
T0431,panther_server_TS1,0.7876,0.5408,0.3427,4.857,train,1,T0431/panther_server_TS1
T0431,panther_server_TS2,0.8575,0.6435,0.4327,4.2589999999999995,train,1,T0431/panther_server_TS2
T0431,panther_server_TS3,0.8575,0.6462,0.4359,4.189,train,1,T0431/panther_server_TS3
T0431,panther_server_TS4,0.7306,0.4629,0.2818,6.472,train,1,T0431/panther_server_TS4
T0431,panther_server_TS5,0.7071,0.4439,0.2606,6.482,train,1,T0431/panther_server_TS5
T0431,pipe_int_TS1,0.8713,0.6541,0.4407,3.7939999999999996,train,1,T0431/pipe_int_TS1
T0820,FLOUDAS_SERVER_TS1,0.22,0.2068,0.1447,20.578000000000003,train,0,T0820/FLOUDAS_SERVER_TS1
T0431,pro-sp3-TASSER_TS1,0.8809999999999999,0.6637,0.4439,3.491,train,1,T0431/pro-sp3-TASSER_TS1
T0431,pro-sp3-TASSER_TS2,0.8385,0.599,0.3845,4.285,train,1,T0431/pro-sp3-TASSER_TS2
T0431,pro-sp3-TASSER_TS3,0.9049,0.7240000000000001,0.5122,3.198,train,1,T0431/pro-sp3-TASSER_TS3
T0431,pro-sp3-TASSER_TS4,0.9026,0.7108,0.4936,3.242,train,1,T0431/pro-sp3-TASSER_TS4
T0431,pro-sp3-TASSER_TS5,0.8006,0.5313,0.3231,4.941,train,1,T0431/pro-sp3-TASSER_TS5
T0431,rehtnap_TS1,0.7188,0.4974,0.3125,5.824,train,1,T0431/rehtnap_TS1
T0431,rehtnap_TS2,0.6890000000000001,0.518,0.348,3.7510000000000003,train,1,T0431/rehtnap_TS2
T0431,rehtnap_TS3,0.7279,0.5159,0.3358,5.945,train,1,T0431/rehtnap_TS3
T0431,schenk-torda-server_TS1,0.125,0.0466,0.026000000000000002,35.866,train,0,T0431/schenk-torda-server_TS1
T0431,schenk-torda-server_TS2,0.1125,0.0434,0.0228,37.899,train,0,T0431/schenk-torda-server_TS2
T0764,MULTICOM-REFINE_TS2,0.8423,0.7259,0.5421,6.5329999999999995,train,1,T0764/MULTICOM-REFINE_TS2
T0820,FLOUDAS_SERVER_TS2,0.2214,0.2105,0.1523,20.336,train,0,T0820/FLOUDAS_SERVER_TS2
T0431,schenk-torda-server_TS3,0.1272,0.0445,0.0254,32.257,train,0,T0431/schenk-torda-server_TS3
T0431,schenk-torda-server_TS4,0.1169,0.0429,0.0238,37.308,train,0,T0431/schenk-torda-server_TS4
T0431,schenk-torda-server_TS5,0.1379,0.0493,0.0291,34.6,train,0,T0431/schenk-torda-server_TS5
T0432,3D-JIGSAW_AEP_TS1,0.7571,0.7192,0.5577,6.09,train,1,T0432/3D-JIGSAW_AEP_TS1
T0432,3D-JIGSAW_AEP_TS2,0.7490000000000001,0.7019,0.5288,6.079,train,1,T0432/3D-JIGSAW_AEP_TS2
T0432,3D-JIGSAW_AEP_TS3,0.7573,0.7212,0.5615,7.438,train,1,T0432/3D-JIGSAW_AEP_TS3
T0432,3D-JIGSAW_AEP_TS4,0.6999,0.6404,0.4577,5.869,train,1,T0432/3D-JIGSAW_AEP_TS4
T0432,3D-JIGSAW_AEP_TS5,0.7777,0.7404,0.5827,6.796,train,1,T0432/3D-JIGSAW_AEP_TS5
T0432,3D-JIGSAW_V3_TS1,0.7396,0.6827,0.4827,3.475,train,1,T0432/3D-JIGSAW_V3_TS1
T0432,3D-JIGSAW_V3_TS2,0.72,0.6712,0.5135,7.531000000000001,train,1,T0432/3D-JIGSAW_V3_TS2
T0820,FLOUDAS_SERVER_TS3,0.2245,0.2218,0.1635,20.719,train,0,T0820/FLOUDAS_SERVER_TS3
T0432,3D-JIGSAW_V3_TS3,0.7034,0.6269,0.4231,4.064,train,1,T0432/3D-JIGSAW_V3_TS3
T0432,3D-JIGSAW_V3_TS4,0.6902,0.6212,0.4558,5.417000000000001,train,1,T0432/3D-JIGSAW_V3_TS4
T0432,3D-JIGSAW_V3_TS5,0.6892,0.6385,0.4788,8.215,train,1,T0432/3D-JIGSAW_V3_TS5
T0432,3DShot2_TS1,0.8955,0.8692,0.6769,2.055,train,1,T0432/3DShot2_TS1
T0432,3Dpro_TS1,0.8491,0.8096,0.6135,2.474,train,1,T0432/3Dpro_TS1
T0432,3Dpro_TS2,0.8464,0.8115,0.6192,2.435,train,1,T0432/3Dpro_TS2
T0432,3Dpro_TS3,0.7436,0.6923,0.5192,8.246,train,1,T0432/3Dpro_TS3
T0432,3Dpro_TS4,0.6709,0.6615,0.4962,5.773,train,1,T0432/3Dpro_TS4
T0432,3Dpro_TS5,0.7313,0.6635,0.4865,8.286,train,1,T0432/3Dpro_TS5
T0432,ACOMPMOD_TS1,0.7769,0.7769,0.6269,3.012,train,1,T0432/ACOMPMOD_TS1
T0820,FLOUDAS_SERVER_TS4,0.2217,0.2086,0.1617,20.305999999999997,train,0,T0820/FLOUDAS_SERVER_TS4
T0432,ACOMPMOD_TS2,0.6951,0.7038,0.5365,4.489,train,1,T0432/ACOMPMOD_TS2
T0432,ACOMPMOD_TS3,0.3071,0.2692,0.1673,12.491,train,0,T0432/ACOMPMOD_TS3
T0432,ACOMPMOD_TS4,0.1657,0.1596,0.1058,19.35,train,0,T0432/ACOMPMOD_TS4
T0432,ACOMPMOD_TS5,0.0711,0.0712,0.0423,7.162000000000001,train,0,T0432/ACOMPMOD_TS5
T0432,BAKER-ROBETTA_TS1,0.8463,0.8058,0.6115,2.846,train,1,T0432/BAKER-ROBETTA_TS1
T0432,BAKER-ROBETTA_TS2,0.8274,0.7904,0.5923,3.045,train,1,T0432/BAKER-ROBETTA_TS2
T0432,BAKER-ROBETTA_TS3,0.8433,0.8038,0.6019,2.819,train,1,T0432/BAKER-ROBETTA_TS3
T0432,BAKER-ROBETTA_TS4,0.8584,0.8192,0.6135,2.42,train,1,T0432/BAKER-ROBETTA_TS4
T0432,BAKER-ROBETTA_TS5,0.8291,0.7923,0.5962,2.7439999999999998,train,1,T0432/BAKER-ROBETTA_TS5
T0432,BHAGEERATH_TS1,0.2227,0.2096,0.175,25.994,train,0,T0432/BHAGEERATH_TS1
T0820,FLOUDAS_SERVER_TS5,0.2443,0.2256,0.1617,20.427,train,0,T0820/FLOUDAS_SERVER_TS5
T0432,BHAGEERATH_TS2,0.2088,0.2058,0.1712,24.086,train,0,T0432/BHAGEERATH_TS2
T0432,BHAGEERATH_TS3,0.2041,0.2154,0.1712,26.328000000000003,train,0,T0432/BHAGEERATH_TS3
T0432,BHAGEERATH_TS4,0.2629,0.25,0.1731,20.179000000000002,train,0,T0432/BHAGEERATH_TS4
T0432,BHAGEERATH_TS5,0.2028,0.2154,0.1635,23.958000000000002,train,0,T0432/BHAGEERATH_TS5
T0432,BioSerf_TS1,0.8372,0.8,0.6,2.705,train,1,T0432/BioSerf_TS1
T0432,COMA-M_TS1,0.8774,0.8327,0.6442,1.983,train,1,T0432/COMA-M_TS1
T0432,COMA-M_TS2,0.8461,0.8115,0.6135,2.563,train,1,T0432/COMA-M_TS2
T0432,COMA-M_TS3,0.8461,0.8115,0.6135,2.563,train,1,T0432/COMA-M_TS3
T0432,COMA-M_TS4,0.8787,0.8385,0.6558,2.0540000000000003,train,1,T0432/COMA-M_TS4
T0432,COMA-M_TS5,0.8426,0.8077,0.6077,2.517,train,1,T0432/COMA-M_TS5
T0820,FUSION_TS1,0.2446,0.2274,0.1579,20.184,train,0,T0820/FUSION_TS1
T0432,COMA_TS1,0.8399,0.8038,0.6096,2.661,train,1,T0432/COMA_TS1
T0432,COMA_TS2,0.8399,0.8038,0.6096,2.661,train,1,T0432/COMA_TS2
T0432,COMA_TS3,0.7313,0.6538,0.4615,4.433,train,1,T0432/COMA_TS3
T0432,COMA_TS4,0.8399,0.8038,0.6096,2.661,train,1,T0432/COMA_TS4
T0432,COMA_TS5,0.6868,0.675,0.5192,6.18,train,1,T0432/COMA_TS5
T0432,CpHModels_TS1,0.8286,0.8,0.6288,2.694,train,1,T0432/CpHModels_TS1
T0432,Distill_TS1,0.8673,0.8058,0.5962,2.194,train,1,T0432/Distill_TS1
T0432,Distill_TS2,0.8478,0.7712,0.5538,2.276,train,1,T0432/Distill_TS2
T0432,Distill_TS3,0.8459,0.7731,0.5654,2.345,train,1,T0432/Distill_TS3
T0432,Distill_TS4,0.8576,0.7962,0.5942,2.263,train,1,T0432/Distill_TS4
T0820,FUSION_TS2,0.2506,0.2406,0.156,21.746,train,0,T0820/FUSION_TS2
T0432,Distill_TS5,0.8315,0.7577,0.5404,2.4619999999999997,train,1,T0432/Distill_TS5
T0432,FALCON_CONSENSUS_TS1,0.7171,0.6577,0.4308,3.387,train,1,T0432/FALCON_CONSENSUS_TS1
T0432,FALCON_CONSENSUS_TS2,0.5446,0.5,0.3173,6.846,train,1,T0432/FALCON_CONSENSUS_TS2
T0432,FALCON_CONSENSUS_TS3,0.5051,0.4558,0.2538,6.149,train,1,T0432/FALCON_CONSENSUS_TS3
T0432,FALCON_CONSENSUS_TS4,0.5539999999999999,0.475,0.2808,7.263999999999999,train,1,T0432/FALCON_CONSENSUS_TS4
T0432,FALCON_CONSENSUS_TS5,0.6679999999999999,0.5865,0.3788,5.388,train,1,T0432/FALCON_CONSENSUS_TS5
T0432,FALCON_TS1,0.8429,0.8038,0.6077,2.928,train,1,T0432/FALCON_TS1
T0432,FALCON_TS2,0.612,0.5231,0.2942,4.0280000000000005,train,1,T0432/FALCON_TS2
T0432,FALCON_TS3,0.5539999999999999,0.475,0.2808,7.263999999999999,train,1,T0432/FALCON_TS3
T0432,FALCON_TS4,0.6327,0.5538,0.3385,4.842,train,1,T0432/FALCON_TS4
T0820,FUSION_TS3,0.2558,0.2462,0.1523,19.738,train,0,T0820/FUSION_TS3
T0432,FALCON_TS5,0.5775,0.525,0.3038,4.612,train,1,T0432/FALCON_TS5
T0432,FAMSD_TS1,0.8465,0.8096,0.6135,2.7939999999999996,train,1,T0432/FAMSD_TS1
T0432,FAMSD_TS2,0.8474,0.8077,0.6115,2.821,train,1,T0432/FAMSD_TS2
T0432,FAMSD_TS3,0.7873,0.7442,0.5423,2.971,train,1,T0432/FAMSD_TS3
T0432,FAMSD_TS4,0.8199,0.7904,0.6173,2.616,train,1,T0432/FAMSD_TS4
T0432,FAMSD_TS5,0.7789,0.7308,0.5269,2.9619999999999997,train,1,T0432/FAMSD_TS5
T0432,FEIG_TS1,0.8925,0.8615,0.6808,2.074,train,1,T0432/FEIG_TS1
T0432,FEIG_TS2,0.8781,0.8481,0.6731,2.219,train,1,T0432/FEIG_TS2
T0432,FEIG_TS3,0.8207,0.7865,0.5981,3.049,train,1,T0432/FEIG_TS3
T0432,FEIG_TS4,0.8474,0.775,0.5538,2.209,train,1,T0432/FEIG_TS4
T0820,FUSION_TS4,0.2542,0.2331,0.1541,22.409000000000002,train,0,T0820/FUSION_TS4
T0432,FEIG_TS5,0.8899,0.8346,0.6346,1.765,train,1,T0432/FEIG_TS5
T0432,FFASflextemplate_TS1,0.8449,0.8077,0.6154,3.012,train,1,T0432/FFASflextemplate_TS1
T0432,FFASflextemplate_TS2,0.847,0.8058,0.6096,2.888,train,1,T0432/FFASflextemplate_TS2
T0432,FFASflextemplate_TS3,0.8469,0.8115,0.6135,2.951,train,1,T0432/FFASflextemplate_TS3
T0432,FFASflextemplate_TS4,0.8435,0.8038,0.6077,3.0039999999999996,train,1,T0432/FFASflextemplate_TS4
T0432,FFASflextemplate_TS5,0.8432,0.8,0.6058,3.182,train,1,T0432/FFASflextemplate_TS5
T0432,FFASstandard_TS1,0.8449,0.8077,0.6154,3.012,train,1,T0432/FFASstandard_TS1
T0432,FFASstandard_TS2,0.8411,0.8077,0.6096,3.1639999999999997,train,1,T0432/FFASstandard_TS2
T0432,FFASstandard_TS3,0.5049,0.4538,0.2692,5.675,train,1,T0432/FFASstandard_TS3
T0432,FFASstandard_TS4,0.5019,0.45,0.2673,5.778,train,1,T0432/FFASstandard_TS4
T0820,FUSION_TS5,0.2349,0.2368,0.156,21.149,train,0,T0820/FUSION_TS5
T0432,FFASstandard_TS5,0.6311,0.6038,0.4519,2.758,train,1,T0432/FFASstandard_TS5
T0432,FFASsuboptimal_TS1,0.8517,0.8154,0.6231,2.958,train,1,T0432/FFASsuboptimal_TS1
T0432,FFASsuboptimal_TS2,0.8401,0.7981,0.6038,3.2119999999999997,train,1,T0432/FFASsuboptimal_TS2
T0432,FFASsuboptimal_TS3,0.8473,0.8077,0.6038,2.6639999999999997,train,1,T0432/FFASsuboptimal_TS3
T0432,FFASsuboptimal_TS4,0.8469,0.8115,0.6058,2.609,train,1,T0432/FFASsuboptimal_TS4
T0432,FFASsuboptimal_TS5,0.8448,0.8077,0.6096,2.764,train,1,T0432/FFASsuboptimal_TS5
T0432,FOLDpro_TS1,0.7115,0.65,0.4615,6.068,train,1,T0432/FOLDpro_TS1
T0432,FOLDpro_TS2,0.6144,0.5365,0.3577,10.049,train,1,T0432/FOLDpro_TS2
T0432,FOLDpro_TS3,0.6453,0.5962,0.4423,9.838,train,1,T0432/FOLDpro_TS3
T0432,FOLDpro_TS4,0.7095,0.6442,0.4577,7.093999999999999,train,1,T0432/FOLDpro_TS4
T0820,HHPredA_TS1,0.2703,0.2256,0.1579,13.368,train,0,T0820/HHPredA_TS1
T0432,FOLDpro_TS5,0.6737,0.6654,0.5038,6.898,train,1,T0432/FOLDpro_TS5
T0432,FUGUE_KM_AL1,0.6373,0.6192,0.4769,3.65,train,1,T0432/FUGUE_KM_AL1
T0432,FUGUE_KM_AL2,0.6965,0.7038,0.5404,4.481,train,1,T0432/FUGUE_KM_AL2
T0432,FUGUE_KM_AL3,0.5774,0.5519,0.4,10.732000000000001,train,1,T0432/FUGUE_KM_AL3
T0432,FUGUE_KM_AL4,0.5962,0.5135,0.3442,8.269,train,1,T0432/FUGUE_KM_AL4
T0432,Fiser-M4T_TS1,0.8196,0.7885,0.6077,2.386,train,1,T0432/Fiser-M4T_TS1
T0432,Frankenstein_TS1,0.6667,0.6404,0.45,3.8080000000000003,train,1,T0432/Frankenstein_TS1
T0432,Frankenstein_TS2,0.6762,0.6731,0.5346,6.989,train,1,T0432/Frankenstein_TS2
T0432,Frankenstein_TS3,0.6885,0.6846,0.525,12.350999999999999,train,1,T0432/Frankenstein_TS3
T0432,Frankenstein_TS4,0.7547,0.7135,0.5481,6.268,train,1,T0432/Frankenstein_TS4
T0759,MULTICOM-REFINE_TS5,0.3713,0.3672,0.2917,13.814,train,0,T0759/MULTICOM-REFINE_TS5
T0764,MULTICOM-REFINE_TS3,0.848,0.7375,0.5506,6.43,train,1,T0764/MULTICOM-REFINE_TS3
