split,target_id,decoy_id,label,sample_id
train,T0275,T0275TS051_1,0,T0275/T0275TS051_1
train,T0292,FUGMOD_TS4,0,T0292/FUGMOD_TS4
train,T0616,Ma-OPUS-server_TS5,0,T0616/Ma-OPUS-server_TS5
train,T0701,SAM-T08-server_TS2,0,T0701/SAM-T08-server_TS2
train,T0737,AOBA-server_TS3,0,T0737/AOBA-server_TS3
train,T0195,T0195TS169_4,0,T0195/T0195TS169_4
train,T0757,ZHOU-SPARKS-X_TS1,0,T0757/ZHOU-SPARKS-X_TS1
train,T0234,T0234TS604_5,0,T0234/T0234TS604_5
train,T0148,T0148TS288_1,0,T0148/T0148TS288_1
train,T0193,T0193TS067_1_2,0,T0193/T0193TS067_1_2
train,T0169,T0169TS450_2u,0,T0169/T0169TS450_2u
train,T0709,slbio_TS3,0,T0709/slbio_TS3
train,T0411,panther_server_TS2,0,T0411/panther_server_TS2
train,T0513,FFASsuboptimal_TS5,0,T0513/FFASsuboptimal_TS5
train,T0150,T0150TS202_5,0,T0150/T0150TS202_5
train,T0747,chunk-TASSER_TS4,0,T0747/chunk-TASSER_TS4
train,T0463,keasar-server_TS3,0,T0463/keasar-server_TS3
train,T0402,panther_server_TS2,0,T0402/panther_server_TS2
train,T0440,MUFOLD-Server_TS4,0,T0440/MUFOLD-Server_TS4
train,T0190,T0190TS169_4,0,T0190/T0190TS169_4
train,T0714,panther_TS2,0,T0714/panther_TS2
train,T0401,RAPTOR_TS1,0,T0401/RAPTOR_TS1
train,T0471,Phyre2_TS5,0,T0471/Phyre2_TS5
train,T0528,gws_TS1,0,T0528/gws_TS1
train,T0579,Pushchino_TS1,0,T0579/Pushchino_TS1
train,T0448,forecast_TS1,0,T0448/forecast_TS1
train,T0315,SAM-T99_AL3,0,T0315/SAM-T99_AL3
train,T0379,SAM-T99_AL5,0,T0379/SAM-T99_AL5
train,T0438,PSI_TS2,0,T0438/PSI_TS2
train,T0237,T0237TS003_4_1,0,T0237/T0237TS003_4_1
train,T0334,gtg_AL2,0,T0334/gtg_AL2
train,T0335,karypis.srv.2_TS2,0,T0335/karypis.srv.2_TS2
train,T0621,panther_TS1,0,T0621/panther_TS1
train,T0149,T0149TS010_4_2,0,T0149/T0149TS010_4_2
train,T0552,chuo-fams_TS1,0,T0552/chuo-fams_TS1
train,T0373,ROKKY_TS1,0,T0373/ROKKY_TS1
train,T0603,RaptorX_TS2,0,T0603/RaptorX_TS2
train,T0626,LenServer_TS4,0,T0626/LenServer_TS4
train,T0139,T0139TS041_4,0,T0139/T0139TS041_4
train,T0511,MULTICOM-CLUSTER_TS3,0,T0511/MULTICOM-CLUSTER_TS3
train,T0533,ProQ2_TS2,0,T0533/ProQ2_TS2
train,T0413,SAM-T08-server_TS4,0,T0413/SAM-T08-server_TS4
train,T0488,FFASsuboptimal_TS3,0,T0488/FFASsuboptimal_TS3
train,T0167,T0167TS267_5,0,T0167/T0167TS267_5
train,T0375,SPARKS2_TS1,0,T0375/SPARKS2_TS1
train,T0745,Jiang_Fold_TS3,0,T0745/Jiang_Fold_TS3
train,T0285,Pmodeller6_TS5,0,T0285/Pmodeller6_TS5
train,T0229,T0229TS019_4,0,T0229/T0229TS019_4
train,T0605,ConStruct_TS5,0,T0605/ConStruct_TS5
train,T0315,RAPTOR_TS1,0,T0315/RAPTOR_TS1
train,T0179,T0179TS142_1,0,T0179/T0179TS142_1
train,T0375,FAMS_TS3,0,T0375/FAMS_TS3
train,T0696,Pcons-net_TS3,0,T0696/Pcons-net_TS3
train,T0297,RAPTORESS_TS3,0,T0297/RAPTORESS_TS3
train,T0374,ROKKY_TS5,0,T0374/ROKKY_TS5
train,T0300,FUGUE_AL3,0,T0300/FUGUE_AL3
train,T0133,T0133TS283_1,0,T0133/T0133TS283_1
train,T0378,Frankenstein_TS3,0,T0378/Frankenstein_TS3
train,T0489,COMA_TS3,0,T0489/COMA_TS3
train,T0448,MUSTER_TS4,0,T0448/MUSTER_TS4
train,T0669,FRESS_server_TS1,0,T0669/FRESS_server_TS1
train,T0485,FFASstandard_TS2,0,T0485/FFASstandard_TS2
train,T0573,3D-JIGSAW_V4-5_TS3,0,T0573/3D-JIGSAW_V4-5_TS3
train,T0592,ProQ2_TS4,0,T0592/ProQ2_TS4
train,T0469,FFASflextemplate_TS1,0,T0469/FFASflextemplate_TS1
train,T0320,SP4_TS4,0,T0320/SP4_TS4
train,T0350,SP4_TS2,0,T0350/SP4_TS2
train,T0573,Zhang-Server_TS1,0,T0573/Zhang-Server_TS1
train,T0591,FAMSD_TS1,0,T0591/FAMSD_TS1
train,T0663,Jiang_Threader_TS1,0,T0663/Jiang_Threader_TS1
train,T0358,karypis.srv.4_TS1,0,T0358/karypis.srv.4_TS1
train,T0746,samcha-server_TS1,0,T0746/samcha-server_TS1
train,T0690,Distill_roll_TS1,0,T0690/Distill_roll_TS1
train,T0415,pro-sp3-TASSER_TS3,0,T0415/pro-sp3-TASSER_TS3
train,T0738,NewSerf_TS1,0,T0738/NewSerf_TS1
train,T0691,Zhang-Server_TS3,0,T0691/Zhang-Server_TS3
train,T0527,MidwayFoldingServer_TS2,0,T0527/MidwayFoldingServer_TS2
train,T0568,Atome2_CBS_TS5,0,T0568/Atome2_CBS_TS5
train,T0708,YASARA_TS3,0,T0708/YASARA_TS3
train,T0522,STAT-PROTEUS_TS2,0,T0522/STAT-PROTEUS_TS2
train,T0606,ZHOU-SPARKS-X_TS3,0,T0606/ZHOU-SPARKS-X_TS3
train,T0263,T0263TS044_5,0,T0263/T0263TS044_5
train,T0244,T0244TS009_5,0,T0244/T0244TS009_5
train,T0224,T0224TS101_2,0,T0224/T0224TS101_2
train,T0581,PconsD_TS5,0,T0581/PconsD_TS5
train,T0339,SAM-T02_AL2,0,T0339/SAM-T02_AL2
train,T0700,FRESS_server_TS3,0,T0700/FRESS_server_TS3
train,T0305,ROBETTA_TS4,0,T0305/ROBETTA_TS4
train,T0187,T0187TS180_2,0,T0187/T0187TS180_2
train,T0132,T0132TS080_2,0,T0132/T0132TS080_2
train,T0183,T0183TS283_1,0,T0183/T0183TS283_1
train,T0466,Poing_TS2,0,T0466/Poing_TS2
train,T0627,IntFOLD-TS_TS2,0,T0627/IntFOLD-TS_TS2
train,T0206,T0206TS026_2,0,T0206/T0206TS026_2
train,T0654,Bilab-ENABLE_TS4,0,T0654/Bilab-ENABLE_TS4
train,T0716,PconsD_TS3,0,T0716/PconsD_TS3
train,T0183,T0183TS168_2,0,T0183/T0183TS168_2
train,T0375,FAMS_TS1,0,T0375/FAMS_TS1
train,T0515,FAMSD_TS5,0,T0515/FAMSD_TS5
train,T0130,T0130TS045_2,0,T0130/T0130TS045_2
train,T0142,T0142TS100_4,0,T0142/T0142TS100_4
train,T0215,T0215TS512_2,0,T0215/T0215TS512_2
train,T0601,ProQ_TS5,0,T0601/ProQ_TS5
train,T0526,MUSICS_server_TS2,0,T0526/MUSICS_server_TS2
train,T0677,chuo-fams-server_TS4,0,T0677/chuo-fams-server_TS4
train,T0379,FUNCTION_TS1,0,T0379/FUNCTION_TS1
train,T0223,T0223TS160_1,0,T0223/T0223TS160_1
train,T0298,HHpred1_TS1,0,T0298/HHpred1_TS1
train,T0343,RAPTOR-ACE_TS2,0,T0343/RAPTOR-ACE_TS2
train,T0553,Bilab-ENABLE_TS5,0,T0553/Bilab-ENABLE_TS5
train,T0514,SAM-T08-server_TS2,0,T0514/SAM-T08-server_TS2
train,T0318,RAPTORESS_TS2,0,T0318/RAPTORESS_TS2
train,T0264,T0264TS579_1,0,T0264/T0264TS579_1
train,T0385,karypis.srv_TS4,0,T0385/karypis.srv_TS4
train,T0346,SP3_TS4,0,T0346/SP3_TS4
train,T0372,FORTE2_AL2,0,T0372/FORTE2_AL2
train,T0496,FALCON_CONSENSUS_TS5,0,T0496/FALCON_CONSENSUS_TS5
train,T0614,MUFOLD-Server_TS1,0,T0614/MUFOLD-Server_TS1
train,T0733,panther_TS3,0,T0733/panther_TS3
train,T0511,MULTICOM-CMFR_TS5,0,T0511/MULTICOM-CMFR_TS5
train,T0724,FALCON-TOPO-X_TS4,0,T0724/FALCON-TOPO-X_TS4
train,T0750,PMS_TS4,0,T0750/PMS_TS4
train,T0541,LenServer_TS5,0,T0541/LenServer_TS5
train,T0496,RBO-Proteus_TS5,0,T0496/RBO-Proteus_TS5
train,T0721,chuo-repack-server_TS2,0,T0721/chuo-repack-server_TS2
train,T0411,PSI_TS1,0,T0411/PSI_TS1
train,T0747,PconsD_TS4,0,T0747/PconsD_TS4
train,T0235,T0235TS454_1,0,T0235/T0235TS454_1
train,T0170,T0170TS028_3,0,T0170/T0170TS028_3
train,T0297,PROTINFO_TS2,0,T0297/PROTINFO_TS2
train,T0303,RAPTOR-ACE_TS3,0,T0303/RAPTOR-ACE_TS3
train,T0341,RAPTOR-ACE_TS5,0,T0341/RAPTOR-ACE_TS5
train,T0588,MULTICOM-NOVEL_TS5,0,T0588/MULTICOM-NOVEL_TS5
train,T0621,QUARK_TS1,0,T0621/QUARK_TS1
train,T0413,MUSTER_TS2,0,T0413/MUSTER_TS2
train,T0390,PSI_TS2,0,T0390/PSI_TS2
train,T0522,GSmetaserver_TS1,0,T0522/GSmetaserver_TS1
train,T0523,3D-JIGSAW_V4-5_TS3,0,T0523/3D-JIGSAW_V4-5_TS3
train,T0623,LMUserver_TS2,0,T0623/LMUserver_TS2
train,T0184,T0184TS100_5,0,T0184/T0184TS100_5
train,T0237,T0237TS561_1_2,0,T0237/T0237TS561_1_2
train,T0413,BAKER-ROBETTA_TS5,0,T0413/BAKER-ROBETTA_TS5
train,T0726,MUFOLD-Server_TS4,0,T0726/MUFOLD-Server_TS4
train,T0384,HHpred3_TS1,0,T0384/HHpred3_TS1
train,T0295,RAPTOR-ACE_TS2,0,T0295/RAPTOR-ACE_TS2
train,T0676,FALCON-TOPO-X_TS1,0,T0676/FALCON-TOPO-X_TS1
train,T0405,Pcons_dot_net_TS1,0,T0405/Pcons_dot_net_TS1
train,T0621,MUSTER_TS4,0,T0621/MUSTER_TS4
train,T0575,MUSTER_TS4,0,T0575/MUSTER_TS4
train,T0518,MUFOLD-Server_TS2,0,T0518/MUFOLD-Server_TS2
train,T0506,MUFOLD-MD_TS1,0,T0506/MUFOLD-MD_TS1
train,T0374,SP4_TS3,0,T0374/SP4_TS3
train,T0379,FUNCTION_TS4,0,T0379/FUNCTION_TS4
train,T0360,FUGUE_AL4,0,T0360/FUGUE_AL4
train,T0491,SAM-T08-server_TS3,0,T0491/SAM-T08-server_TS3
train,T0285,3D-JIGSAW_TS2,0,T0285/3D-JIGSAW_TS2
train,T0545,FUGUE_KM_AL2,0,T0545/FUGUE_KM_AL2
train,T0491,mahmood-torda-server_TS3,0,T0491/mahmood-torda-server_TS3
train,T0521,MUSTER_TS2,0,T0521/MUSTER_TS2
train,T0659,confuzz3d_TS1,0,T0659/confuzz3d_TS1
train,T0469,pro-sp3-TASSER_TS2,0,T0469/pro-sp3-TASSER_TS2
train,T0213,T0213TS393_4_1,0,T0213/T0213TS393_4_1
train,T0148,T0148TS012_5,0,T0148/T0148TS012_5
train,T0751,RBO-MBS-BB_TS4,0,T0751/RBO-MBS-BB_TS4
train,T0381,karypis.srv_TS3,0,T0381/karypis.srv_TS3
train,T0361,FOLDpro_TS1,0,T0361/FOLDpro_TS1
train,T0363,SP3_TS2,0,T0363/SP3_TS2
train,T0304,GeneSilicoMetaServer_TS4,0,T0304/GeneSilicoMetaServer_TS4
train,T0321,FAMS_TS2,0,T0321/FAMS_TS2
train,T0184,T0184TS052_1,0,T0184/T0184TS052_1
train,T0246,T0246TS599_4,0,T0246/T0246TS599_4
train,T0567,CLEF-Server_TS2,0,T0567/CLEF-Server_TS2
train,T0665,chuo-fams-server_TS4,0,T0665/chuo-fams-server_TS4
train,T0421,GS-MetaServer2_TS1,0,T0421/GS-MetaServer2_TS1
train,T0396,YASARA_TS3,0,T0396/YASARA_TS3
train,T0497,MUFOLD-Server_TS2,0,T0497/MUFOLD-Server_TS2
train,T0607,MUSICS_server_TS3,0,T0607/MUSICS_server_TS3
train,T0446,huber-torda-server_TS3,0,T0446/huber-torda-server_TS3
train,T0408,3DShot2_TS1,0,T0408/3DShot2_TS1
train,T0480,GS-KudlatyPred_TS2,0,T0480/GS-KudlatyPred_TS2
train,T0154,T0154TS099_1,0,T0154/T0154TS099_1
train,T0399,Phragment_TS5,0,T0399/Phragment_TS5
train,T0476,Phragment_TS2,0,T0476/Phragment_TS2
train,T0557,MULTICOM-NOVEL_TS3,0,T0557/MULTICOM-NOVEL_TS3
train,T0743,Jiang_Threader_TS3,0,T0743/Jiang_Threader_TS3
train,T0136,T0136TS051_5_2,0,T0136/T0136TS051_5_2
train,T0676,MULTICOM-CLUSTER_TS3,0,T0676/MULTICOM-CLUSTER_TS3
train,T0454,huber-torda-server_TS3,0,T0454/huber-torda-server_TS3
train,T0284,karypis.srv.2_TS1,0,T0284/karypis.srv.2_TS1
train,T0622,LenServer_TS5,0,T0622/LenServer_TS5
train,T0581,ProQ_TS5,0,T0581/ProQ_TS5
train,T0640,gws_TS1,0,T0640/gws_TS1
train,T0411,FOLDpro_TS5,0,T0411/FOLDpro_TS5
train,T0553,ZHOU-SPARKS-X_TS1,0,T0553/ZHOU-SPARKS-X_TS1
train,T0226,T0226TS126_1,0,T0226/T0226TS126_1
train,T0316,keasar-server_TS2,0,T0316/keasar-server_TS2
train,T0518,BHAGEERATH_TS2,0,T0518/BHAGEERATH_TS2
train,T0706,Zhang-Server_TS3,0,T0706/Zhang-Server_TS3
train,T0203,T0203TS035_1,0,T0203/T0203TS035_1
train,T0581,BAKER-ROSETTASERVER_TS2,0,T0581/BAKER-ROSETTASERVER_TS2
train,T0703,IntFOLD_TS4,0,T0703/IntFOLD_TS4
train,T0333,MetaTasser_TS4,0,T0333/MetaTasser_TS4
train,T0751,MUFOLD-Server_TS5,0,T0751/MUFOLD-Server_TS5
train,T0348,FUGUE_AL4,0,T0348/FUGUE_AL4
train,T0711,chuo-fams-server_TS2,0,T0711/chuo-fams-server_TS2
train,T0366,panther2_TS1,0,T0366/panther2_TS1
train,T0593,PRECORS_TS2,0,T0593/PRECORS_TS2
train,T0715,Distill_roll_TS5,0,T0715/Distill_roll_TS5
train,T0737,MULTICOM-NOVEL_TS3,0,T0737/MULTICOM-NOVEL_TS3
train,T0273,T0273TS393_5_2,0,T0273/T0273TS393_5_2
train,T0707,chuo-repack-server_TS1,0,T0707/chuo-repack-server_TS1
train,T0438,Distill_TS1,0,T0438/Distill_TS1
train,T0302,HHpred3_TS1,0,T0302/HHpred3_TS1
train,T0363,ROBETTA_TS5,0,T0363/ROBETTA_TS5
train,T0620,MUSICS_server_TS1,0,T0620/MUSICS_server_TS1
train,T0449,BioSerf_TS1,0,T0449/BioSerf_TS1
train,T0266,T0266TS604_2,0,T0266/T0266TS604_2
train,T0666,QUARK_TS5,0,T0666/QUARK_TS5
train,T0672,MUFold_CRF_TS2,0,T0672/MUFold_CRF_TS2
train,T0279,T0279TS454_1,0,T0279/T0279TS454_1
train,T0756,Bilab-ENABLE_TS3,0,T0756/Bilab-ENABLE_TS3
train,T0749,chuo-fams-server_TS1,0,T0749/chuo-fams-server_TS1
train,T0726,PROTAGORAS_TS2,0,T0726/PROTAGORAS_TS2
train,T0581,FAMSD_TS2,0,T0581/FAMSD_TS2
train,T0613,panther_TS3,0,T0613/panther_TS3
train,T0305,PROTINFO_TS1,0,T0305/PROTINFO_TS1
train,T0230,T0230TS393_2_2,0,T0230/T0230TS393_2_2
train,T0610,MULTICOM-CONSTRUCT_TS5,0,T0610/MULTICOM-CONSTRUCT_TS5
train,T0197,T0197TS393_5,0,T0197/T0197TS393_5
train,T0517,MULTICOM-CLUSTER_TS1,0,T0517/MULTICOM-CLUSTER_TS1
train,T0181,T0181TS351_2,0,T0181/T0181TS351_2
train,T0286,UNI-EID_bnmx_TS5,0,T0286/UNI-EID_bnmx_TS5
train,T0687,AOBA-server_TS4,0,T0687/AOBA-server_TS4
train,T0195,T0195TS140_1,0,T0195/T0195TS140_1
train,T0661,MULTICOM-CLUSTER_TS1,0,T0661/MULTICOM-CLUSTER_TS1
train,T0168,T0168TS139_2,0,T0168/T0168TS139_2
train,T0662,FFAS03_TS4,0,T0662/FFAS03_TS4
train,T0564,PLATO_TS2,0,T0564/PLATO_TS2
train,T0431,SAM-T08-server_TS2,0,T0431/SAM-T08-server_TS2
train,T0522,ZHOU-SPARKS-X_TS3,0,T0522/ZHOU-SPARKS-X_TS3
train,T0612,FALCON-SWIFT_TS3,0,T0612/FALCON-SWIFT_TS3
train,T0649,PconsM_TS2,0,T0649/PconsM_TS2
train,T0247,T0247TS606_2,0,T0247/T0247TS606_2
train,T0434,GeneSilicoMetaServer_TS4,0,T0434/GeneSilicoMetaServer_TS4
train,T0648,Distill_roll_TS4,0,T0648/Distill_roll_TS4
train,T0627,MUFOLD-Server_TS5,0,T0627/MUFOLD-Server_TS5
train,T0481,mariner1_TS2,0,T0481/mariner1_TS2
train,T0627,FALCON-SWIFT_TS3,0,T0627/FALCON-SWIFT_TS3
train,T0533,chunk-TASSER_TS5,0,T0533/chunk-TASSER_TS5
train,T0657,FALCON-TOPO_TS5,0,T0657/FALCON-TOPO_TS5
train,T0754,panther_TS4,0,T0754/panther_TS4
train,T0226,T0226TS176_1,0,T0226/T0226TS176_1
train,T0636,Atome2_CBS_TS5,0,T0636/Atome2_CBS_TS5
train,T0737,PMS_TS5,0,T0737/PMS_TS5
train,T0735,3D-JIGSAW_V5-0_TS5,0,T0735/3D-JIGSAW_V5-0_TS5
train,T0224,T0224TS011_1,0,T0224/T0224TS011_1
train,T0756,sysimm_TS4,0,T0756/sysimm_TS4
train,T0478,FEIG_TS3,0,T0478/FEIG_TS3
train,T0416,MUProt_TS4,0,T0416/MUProt_TS4
train,T0212,T0212TS272_3,0,T0212/T0212TS272_3
train,T0408,LEE-SERVER_TS4,0,T0408/LEE-SERVER_TS4
train,T0470,GeneSilicoMetaServer_TS1,0,T0470/GeneSilicoMetaServer_TS1
train,T0620,Pcons_TS5,0,T0620/Pcons_TS5
train,T0320,forecast-s_AL3,0,T0320/forecast-s_AL3
train,T0487,LOOPP_Server_TS1,0,T0487/LOOPP_Server_TS1
train,T0665,FALCON-TOPO_TS4,0,T0665/FALCON-TOPO_TS4
train,T0617,CLEF-Server_TS4,0,T0617/CLEF-Server_TS4
train,T0461,RAPTOR_TS5,0,T0461/RAPTOR_TS5
train,T0648,MUFold_CRF_TS2,0,T0648/MUFold_CRF_TS2
train,T0539,SAM-T08-server_TS2,0,T0539/SAM-T08-server_TS2
train,T0514,LEE-SERVER_TS2,0,T0514/LEE-SERVER_TS2
train,T0387,Distill_TS2,0,T0387/Distill_TS2
train,T0594,SAM-T06-server_TS5,0,T0594/SAM-T06-server_TS5
train,T0714,chuo-repack-server_TS3,0,T0714/chuo-repack-server_TS3
train,T0281,T0281TS247_4,0,T0281/T0281TS247_4
train,T0329,FAMSD_TS1,0,T0329/FAMSD_TS1
train,T0324,Huber-Torda-Server_TS3,0,T0324/Huber-Torda-Server_TS3
train,T0375,UNI-EID_bnmx_TS5,0,T0375/UNI-EID_bnmx_TS5
train,T0419,Poing_TS2,0,T0419/Poing_TS2
train,T0371,T0371,1,T0371/T0371
train,T0499,MUFOLD-Server_TS1,0,T0499/MUFOLD-Server_TS1
train,T0176,T0176TS110_2,0,T0176/T0176TS110_2
train,T0369,PROTINFO_TS2,0,T0369/PROTINFO_TS2
train,T0473,Pcons_dot_net_TS3,0,T0473/Pcons_dot_net_TS3
train,T0140,T0140TS010_5,0,T0140/T0140TS010_5
train,T0454,FOLDpro_TS4,0,T0454/FOLDpro_TS4
train,T0315,Pcons6_TS2,0,T0315/Pcons6_TS2
train,T0512,forecast_TS3,0,T0512/forecast_TS3
train,T0339,Ma-OPUS-server2_TS3,0,T0339/Ma-OPUS-server2_TS3
train,T0732,MUFOLD-Server_TS4,0,T0732/MUFOLD-Server_TS4
train,T0303,gtg_AL3,0,T0303/gtg_AL3
train,T0506,rehtnap_TS2,0,T0506/rehtnap_TS2
train,T0732,slbio_TS3,0,T0732/slbio_TS3
train,T0486,MUSTER_TS3,0,T0486/MUSTER_TS3
train,T0269,T0269TS451_3,0,T0269/T0269TS451_3
train,T0482,rehtnap_TS2,0,T0482/rehtnap_TS2
train,T0518,MULTICOM-REFINE_TS5,0,T0518/MULTICOM-REFINE_TS5
train,T0135,T0135TS459_1,0,T0135/T0135TS459_1
train,T0237,T0237TS381_4_1,0,T0237/T0237TS381_4_1
train,T0601,RaptorX-MSA_TS1,0,T0601/RaptorX-MSA_TS1
train,T0238,T0238TS018_4,0,T0238/T0238TS018_4
train,T0523,GSmetaserver_TS3,0,T0523/GSmetaserver_TS3
train,T0711,FALCON-TOPO-X_TS3,0,T0711/FALCON-TOPO-X_TS3
train,T0234,T0234TS304_3,0,T0234/T0234TS304_3
train,T0657,STRINGS_TS1,0,T0657/STRINGS_TS1
train,T0369,3Dpro_TS2,0,T0369/3Dpro_TS2
train,T0560,PLATO_TS1,0,T0560/PLATO_TS1
train,T0138,T0138TS112_3,0,T0138/T0138TS112_3
train,T0324,ROKKY_TS5,0,T0324/ROKKY_TS5
train,T0301,SP4_TS1,0,T0301/SP4_TS1
train,T0525,FUGUE_KM_AL4,0,T0525/FUGUE_KM_AL4
train,T0548,Pcons_TS3,0,T0548/Pcons_TS3
train,T0598,MUSICS-2S_TS2,0,T0598/MUSICS-2S_TS2
train,T0370,SPARKS2_TS5,0,T0370/SPARKS2_TS5
train,T0627,MUFOLD-MD_TS4,0,T0627/MUFOLD-MD_TS4
train,T0610,chunk-TASSER_TS4,0,T0610/chunk-TASSER_TS4
train,T0699,RaptorX-ZY_TS1,0,T0699/RaptorX-ZY_TS1
train,T0362,karypis.srv.2_TS5,0,T0362/karypis.srv.2_TS5
train,T0147,T0147TS270_4,0,T0147/T0147TS270_4
train,T0267,T0267TS631_2,0,T0267/T0267TS631_2
train,T0224,T0224TS352_2,0,T0224/T0224TS352_2
train,T0328,SAM_T06_server_TS1,0,T0328/SAM_T06_server_TS1
train,T0174,T0174TS099_1,0,T0174/T0174TS099_1
train,T0142,T0142TS170_1,0,T0142/T0142TS170_1
train,T0741,MULTICOM-REFINE_TS1,0,T0741/MULTICOM-REFINE_TS1
train,T0251,T0251TS381_4,0,T0251/T0251TS381_4
train,T0358,SAM_T06_server_TS3,0,T0358/SAM_T06_server_TS3
train,T0367,SAM_T06_server_TS1,0,T0367/SAM_T06_server_TS1
train,T0357,FPSOLVER-SERVER_TS5,0,T0357/FPSOLVER-SERVER_TS5
train,T0510,mGenTHREADER_TS1,0,T0510/mGenTHREADER_TS1
train,T0191,T0191TS016_2,0,T0191/T0191TS016_2
train,T0677,Distill_roll_TS2,0,T0677/Distill_roll_TS2
train,T0380,LOOPP_TS3,0,T0380/LOOPP_TS3
train,T0675,SAM-T06-server_TS3,0,T0675/SAM-T06-server_TS3
train,T0497,PSI_TS4,0,T0497/PSI_TS4
train,T0495,MUSTER_TS3,0,T0495/MUSTER_TS3
train,T0626,FALCON-SWIFT_TS4,0,T0626/FALCON-SWIFT_TS4
train,T0506,SAM-T02-server_AL1,0,T0506/SAM-T02-server_AL1
train,T0666,STRINGS_TS5,0,T0666/STRINGS_TS5
train,T0757,PROTAGORAS_TS2,0,T0757/PROTAGORAS_TS2
train,T0585,Atome2_CBS_TS1,0,T0585/Atome2_CBS_TS1
train,T0222,T0222TS247_1,0,T0222/T0222TS247_1
train,T0503,FAMSD_TS1,0,T0503/FAMSD_TS1
train,T0419,RBO-Proteus_TS1,0,T0419/RBO-Proteus_TS1
train,T0585,Jiang_THREADER_TS1,0,T0585/Jiang_THREADER_TS1
train,T0136,T0136TS012_1_1,0,T0136/T0136TS012_1_1
train,T0572,3D-JIGSAW_V4-0_TS3,0,T0572/3D-JIGSAW_V4-0_TS3
train,T0284,Bilab-ENABLE_TS3,0,T0284/Bilab-ENABLE_TS3
train,T0454,PS2-server_TS2,0,T0454/PS2-server_TS2
train,T0570,SAM-T08-server_TS1,0,T0570/SAM-T08-server_TS1
train,T0188,T0188TS282_4,0,T0188/T0188TS282_4
train,T0270,T0270TS094_5,0,T0270/T0270TS094_5
train,T0522,ProQ2_TS1,0,T0522/ProQ2_TS1
train,T0626,RBO-PROTEUS_TS1,0,T0626/RBO-PROTEUS_TS1
train,T0650,AOBA-server_TS2,0,T0650/AOBA-server_TS2
train,T0374,karypis.srv.2_TS5,0,T0374/karypis.srv.2_TS5
train,T0512,Phyre2_TS3,0,T0512/Phyre2_TS3
train,T0539,Pcons_TS1,0,T0539/Pcons_TS1
train,T0499,Distill_TS1,0,T0499/Distill_TS1
train,T0677,chuo-fams-server_TS5,0,T0677/chuo-fams-server_TS5
train,T0431,MUProt_TS4,0,T0431/MUProt_TS4
train,T0375,Zhang-Server_TS5,0,T0375/Zhang-Server_TS5
train,T0405,RBO-Proteus_TS2,0,T0405/RBO-Proteus_TS2
train,T0627,RaptorX_TS3,0,T0627/RaptorX_TS3
train,T0341,Huber-Torda-Server_TS4,0,T0341/Huber-Torda-Server_TS4
train,T0429,CpHModels_TS1,0,T0429/CpHModels_TS1
train,T0406,MUProt_TS4,0,T0406/MUProt_TS4
train,T0664,MULTICOM-REFINE_TS3,0,T0664/MULTICOM-REFINE_TS3
train,T0576,Distill_TS3,0,T0576/Distill_TS3
train,T0345,PROTINFO_TS2,0,T0345/PROTINFO_TS2
train,T0162,T0162TS140_4_3,0,T0162/T0162TS140_4_3
train,T0649,chuo-repack-server_TS1,0,T0649/chuo-repack-server_TS1
train,T0233,T0233TS604_2,0,T0233/T0233TS604_2
train,T0311,RAPTOR-ACE_TS1,0,T0311/RAPTOR-ACE_TS1
train,T0192,T0192TS108_1,0,T0192/T0192TS108_1
train,T0473,GS-MetaServer2_TS3,0,T0473/GS-MetaServer2_TS3
train,T0545,LenServer_TS3,0,T0545/LenServer_TS3
train,T0148,T0148TS045_2,0,T0148/T0148TS045_2
train,T0701,ZHOU-SPARKS-X_TS1,0,T0701/ZHOU-SPARKS-X_TS1
train,T0572,CLEF-Server_TS5,0,T0572/CLEF-Server_TS5
train,T0586,Distill_TS3,0,T0586/Distill_TS3
train,T0165,T0165TS100_5,0,T0165/T0165TS100_5
train,T0757,SAM-T08-server_TS2,0,T0757/SAM-T08-server_TS2
train,T0598,ProQ2_TS4,0,T0598/ProQ2_TS4
train,T0609,Ma-OPUS-server_TS3,0,T0609/Ma-OPUS-server_TS3
train,T0199,T0199TS018_4,0,T0199/T0199TS018_4
train,T0343,SAM_T06_server_TS5,0,T0343/SAM_T06_server_TS5
train,T0414,BAKER-ROBETTA_TS2,0,T0414/BAKER-ROBETTA_TS2
train,T0373,karypis.srv_TS3,0,T0373/karypis.srv_TS3
train,T0457,MULTICOM-CLUSTER_TS2,0,T0457/MULTICOM-CLUSTER_TS2
train,T0455,mahmood-torda-server_TS1,0,T0455/mahmood-torda-server_TS1
train,T0263,T0263TS101_1,0,T0263/T0263TS101_1
train,T0343,3Dpro_TS4,0,T0343/3Dpro_TS4
train,T0661,PconsD_TS2,0,T0661/PconsD_TS2
train,T0489,COMA_TS5,0,T0489/COMA_TS5
train,T0683,IntFOLD2_TS1,0,T0683/IntFOLD2_TS1
train,T0505,FFASstandard_TS3,0,T0505/FFASstandard_TS3
train,T0592,MUFOLD-Server_TS3,0,T0592/MUFOLD-Server_TS3
train,T0584,FALCON-SWIFT_TS5,0,T0584/FALCON-SWIFT_TS5
train,T0341,CaspIta-FOX_TS4,0,T0341/CaspIta-FOX_TS4
train,T0495,nFOLD3_TS4,0,T0495/nFOLD3_TS4
